G_gorilla	8	0	2
Pan_M	0.0	0	1
A_afarensis	3.7	3	7
A_africanus	3.67	1.7	4
P_rob	2	1	5
P_boi	2.52	1.2	8
P_aet	2.7	2.33	3
H_hab	2.5	1.44	6
H_erectus	1.9	0.1	23
H_hei	0.78	0.26	5
H_rho	0.6	0.3	3
H_nea	0.236	0.028	18
H_sap	0.295	0	38
